"rfc","mes","actividad","curp","nombre","ap_paterno","ap_materno"
"DSA0002227A6",3,"8310","GOCS662600MPLNSA10","EUGENIA","DELGADO","NOLASCO"
"TMA770216AQ6",3,"4310","LOAC722620MPLUMA16","ALFONSO","JIMENEZ","YAMASAKI"
"MIN702626CFA",3,"4601","SAHA002610HDFNAC17","LUIS","ZARAGOZA","GARCIA"
"GVA271303GF1",3,"7611","OAAL080026MMCAAU11","OLIVIA","PONCE","DIAZ"
"TPA7222263K3",3,"8310","HRVA062716HCSALA10","ROLANDO","GUEVARA","ENCARNACION"
"AJC062000U63",3,"3210","HRRM721012HDFASA10","YAIR","SANCHEZ","VARGAS"
"SPG062709TJ9",3,"4601","COSA722917HDFYNL13","ALEJANDRO","FONSECA","OZ"
"ARV372026G47",3,"8011","GAGM022723HDFAUG13","ALBERTO","LARA","OZ"
"DAB0727290W6",3,"8310","CATH062706HSASNA17","ERNESTO","PEDERZINI","JUANA"
"ASO070228IU7",3,"8313","AOAB770200HPLNJL16","MIREYA","GARCIA","LA"
"ASM0826067X9",3,"6814","CAAD082006MMCSAL14","DAVID","RAMOS","CERON"
"CMI062228TA8",3,"8313","LOGM772607HDFPNA13","RICARDO","GARCIA","CASTILLO"
"GAS760222A20",3,"9314","OIBJ760202HCHLLV16","BRIGIDA","ESTIVE","ESCANDON"
"ASR730221763",3,"9312","CUCA700029MMCASN26","OLIVIA","ZARATE","REYES"
"TMR032606KT6",3,"4110","AOLD082317MDFSNN16","SAMUEL","ALLUNTIS","MADRIGAL"
"OLI221213CB2",3,"6111","COBD082602HDFNAN16","MELANIE","MARTINEZ","CRISANTO"
"SAC721300RN9",3,"8810","HRDJ060202HDFAUN16","MARIA","MARTINEZ","ROMERO"
"FII0702627X1",3,"2116","AOCP021601MDFMAL13","JUAN","RIOS","VALERO"
"NRF2716070N3",3,"8310","AOSJ730026MDFMNS10","SAMUEL","GAMBOA","GARDU"
"CTO670207JM9",3,"8710","PRMC022716MVUAAN13","FRANCISCO","BRIGIDO","PEREZ"
"CSA0620616TA",3,"8310","AAOJ722901MDFYAS16","CESAR","JUAREZ","LOPEZ"
"APA200210SC6",3,"8710","CAMV072026HMCSNC18","DANERIK","PEREZ","HERVELLA"
"UNI211220LY7",3,"8313","ARCC062612MVUYCA16","DANIELA","SOTO","CORRAL"
"MJT762623BHA",3,"4901","MRBB002610MDFNLA16","STEPHANIA","LIRA","MILLAN"
"LIM7320269H0",3,"6212","SILJ721910HVUPNA12","MIREYA","JACOBO","CORONA"
"SUG702606NM0",3,"7012","VIFA062810HDFLAC11","CRISTINA","FLORES","SANTIAGO"
"CSR0002060L7",3,"9314","CUAW072641MDFLDN19","FRANCISCO","SANCHEZ","MALDONADO"
"SAC2717060A7",3,"8313","LRCA760020HDFNAL22","ANTONIO","AZCARRAGA","BLANQUEL"
"GGS002210RV6",3,"2104","AUAA762010HQTGLN12","ALFREDO","CARBAJAL","TUZ"
"PRGM6027226C7",3,"10","JAPL762327MDFYAA17","JOCELYN","GARZA","ZAMORA"
"CSI032603BM8",3,"7611","DUFC772602HDGANA13","YAMILEET","PLA","MARTINEZ"
"GCR221006I63",3,"3010","CAMH762616HDFNAC11","PORFIRIO","PABLO","SOLALINDE"
"TAA261220RP7",3,"9314","ARGJ062321HDFBAA13","GUILLERMO","ARELLANO","HERNANDEZ"
"QQS062606647",3,"6219","AUOK000226MVUGAA18","ELIZABETH","VICENTE",NA
"GII760202AN0",3,"6714","GUAM722617MMCAMG10","OMAR","CRUZ","NAVA"
"SCR732906BX1",3,"2616","CAPA070226HDFHAA12","ERICK","PRADO","FLORES"
"APO261623G4A",3,"8011","RIAB072602HDFLMN17","FATIMA","GUERRERO","LARA"
"ISI261617US4",3,"8211","HROT721923MCCALA16","PAOLA","ROSAS","FLORES"
"OLM072700FA6",3,"6310","MROF072320MDFDAA10","EMMANUEL","GRANADOS","OROPEZA"
"GJA062422HH1",3,"8011","CAAS732600HBCLAM18","HAOQIU","TREJO","TORRES"
"CRJ070007AF3",3,"8011","DITA700217HMCUAM16","CARLO","FUENTES","ARGUELLES"
"SCU002320N71",3,"7610","NAPC702217HDFJAA10","DAMIAN","RAMIREZ","MOYA"
"DIA2610166V7",3,"4710","LUMJ762400HDFJAN16","MISAEL","BASTIDA","PEREZ"
"GPC201614LB7",3,"6601","AOAC702027MDFMYA17","MAGDALENA","FLORES","CELESTINO"
"CSR0027007H2",3,"8310","AOMJ702601MDFSDS19","EDUARDO","ALDANA","SALDIVAR"
"GTO7002033R8",3,"8310","OOOL721600MMCAAA12","HOMERO","LEMUS","SANCHEZ"
"MIN702626CFA",3,"6310","NUUM002222MDFXCA17","MIGUEL","BERNAL","SOLIS"
"NMP7622267UA",3,"6616","JICJ730220HNRMHA20","MARIANA","PAZ","LARA"
"ASI200116A06",3,"8310","AIGA722926HNLVAB10","OSCAR","MALAGA","GARCIA"
"IMS320260I36",3,"8310","PAAV772606HDFLLC12","ITAYETZY","MIRANDA","FERNANDEZ"
"BAGD760220M63",3,"7411","DIPA772307MOCUNN16","ALICIA","CRUZ","MARTINEZ"
"SAM062222MX0",3,"8310","AOFA062726MDFDLL18","ALEJANDRO","MONROY","RUIZ"
"DAS200100LB8",3,"6310","CALL002622MDFMPU18","RICARDO","HERNANDEZ",NA
"TTA0626016A1",3,"8611","SIPS632016HDFLLA11","IGNACIO","FLORES","GALLEGOS"
"SDN062016KA3",3,"4212","PAAL732206HMCULS10","CLAUDIA","PEREZ","AMADOR"
"HBT721727620",3,"3213","PRGA702707HVUALA11","LAURA","SALINAS","MAYORGA"
"UGL261623I36",3,"8310","MAGJ072706HDFAAA17","XAVIER","MORALES","PEREZ"
"CFR672003QI1",3,"4116","MOCA720000HDFAAC13","ENEDINA","LA","PE"
"LUR6320232X3",3,"2910","MAMI632604HNLLNS17","KARINA","SANCHEZ","RAMOS"
"FOJI0626067X9",3,"9314","HRHM762317MDFAAA07","MARIA","JIJON","RUIZ"
"MCC261606DB6",3,"6014","DIVJ702020HMCULS18","DENISE","GONZALEZ","HERNANDEZ"
"ALO260120FRA",3,"7012","COAJ762213HDFAMV12","ISRAEL","JUAREZ","RAMOS"
"ASU760207L06",3,"8310","OAHV762607MNLAAL10","JAIME","DURAN","ORTIZ"
"PYR062006F00",3,"6614","MUVC762700MDFXLA16","CARLOS","CASTRO","ALVAREZ"
"PPS021660TJ7",3,"8310","AUNL702626HMCGTS10","ARTURO","GARCIA","FELIPE"
"ICK221200AI7",3,"4614","VACN721661MMCASY12","ALEJANDRO","ESPARZA","ESCALERA"
"FAD0620036P7",3,"7611","SUMM772310MMCANA16","BLANCA","FUENTES","RODRIGUEZ"
"SAA002607N77",3,"8917","URSK722627MMNPNA16","MARIA","CUEVAS","MALPICA"
"ASR060004Q06",3,"2910","HRGS721721HDFAAA19","CAROLINA","MARTINEZ","GUARDADO"
"SRA762600L70",3,"8310","BAMO060022HDFAAS20","SERGIO","RODRIGUEZ","GARFIAS"
"ARI060007KS3",3,"4212","MOAL700226MOCAJD10","JOSE","ARROYO","GARCIA"
"DSM770002C87",3,"8310","BAGA030220HDFAUA23","MINERVA","ICTHE","CRUZ"
"KAT072316QU6",3,"8310","YAAA762902HDFXML16","ARTURO","OCHOA","ROVALO"
"CCO0626260N3",3,"8812","VAPC730026MGALDA24","LEONARDO","DIAZ","ROSALES"
"BMN762219927",3,"8310","AARM702818HPLMSA16","ALICIA","ARROYO","MEDINA"
"BNM032606VB0",3,"8011","TOMA600223HHGVNM16","GABRIELA","REYES","SATURNINO"
"RGO062726026",3,"6212","AIAD032706HDFVMG17","DIANA","TERAN","BECERRA"
"GFI2616130K7",3,"8611","LIRF772361HVUMCL06","GERARDO","MARTINEZ","GARFIAS"
"BNY201216UA7",3,"8011","HRHR670226MMCAAG11","VIRIDIANA","ALVARADO","VALDEZ"
"VCI2113130A1",3,"3213","TOBJ060023HMCAAS14","ALBERTO","CRUZ","VILLARREAL"
"CSU0822067B6",3,"7616","TRMU702220MDFANL06","ISABEL","DOMINGUEZ","ROBLEDO"
"GSA260001MVA",3,"8310","MOFB702612MDFANA19","ELIZABETH","TREJO","SOBERANES"
"SAW7028106A6",3,"9314","GAAM662006MDFASA14","ANGELICA","FLORES","GARCIA"
"IBM370020PK7",3,"6700","FOGM720223HDFLMG16","BELISENDRA","VIDAL","VARGAS"
"GHR062202HI0",3,"6202","AIAV760260MDFSAA10","JACOB","LEYVA","JIMENEZ"
"CAP770201BR6",3,"8310","ARTM722620HDFMAG16","ROSA","AGUILAR","BUENDIA"
"KMR082310DU8",3,"6714","MOPL760213HMCAAS13","ARTURO","GARCIA","BURGUETE"
"CSI032603BM8",3,"8310","OASD082227MDFCLN11","BERTHA","RIVERA","PEREZ"
"HMG702327Q32",3,"9314","ARAR700207MDFAJS26","ENOHEMI","RIVERO","RIVAS"
"YAM700220F6A",3,"6717","AOJA662616HDFLMN12","ALEJANDRA","SOLIS","BECERRIL"
"AMR082702I89",3,"4117","VRCM660210MPLGAA10","ROSA","GONZALEZ","LANDA"
"TMR032606KT6",3,"6812","GAMI722212MDFLAA11","FEDERICO","MUNGUIA","CANCHE"
"PAO260026CA6",3,"8810","AOMB722021HDFSNN10","SALOME","DURAN","LOPEZ"
"FAM082601MV6",3,"3010","MOMM662626HDFANG16","OSCAR","JAIMES","PINEDA"
"SPA230120366",3,"8710","JUVI002302HDFAAS16","ALEXIS","ESTRADA","ANDRADE"
"ISI762616RP4",3,"8310","PRGJ062008HBCAAS16","ADRIANA","TOLENTINO","HERNANDEZ"
"IMB772010TT2",3,"6216","MRCM762320HDFDHA12","YAMANIK","HERNANDEZ","SOLIS"
"MWO201613DU6",3,"8011","GOGC762041HCSNMN12","CRISTOBAL","PADILLA","TALONIA"
"OSR060027SVA",3,"8411","MOLA670022MDFLPL13","EDITH","ROJAS","RENDON"
"CCA002023MW3",3,"3012","AAAJ762612MDFMAS10","GUADALUPE","GONZALEZ","VICTORIA"
"SRM060226AB7",3,"8211","TRAG022212HDFAMB18","DANIEL","SOTELO","ROJAS"
"FQU022606AIA",3,"7010","HRMB211761HMCACAA6","PAULINA","DIAZ","PEREZ"
"IPA271702SU9",3,"8310","VAGS730220HDFLMA26","BENITO","SOTOMAYOR","MATA"
"ACR261760GTA",3,"6218","SRFJ672603HDFANA16","OSCAR","PEDRERO","RIOS"
"VAS7629269GA",3,"8313","PRTA721903MDFAAM10","JUDITH","ARGUELLES","GONZALEZ"
"HMI762026KG0",3,"2910","HRCR721026MDFAMA13","BERNARDO","LOPEZ","GONZALEZ"
"IMS320260I36",3,"4401","SAAF772710MDFNMA16","CECILIA","APOLINAR","BELTRAN"
"PAI362617AN7",3,"6614","JUGI700020HDFALS26","CRISTINA","QUIROZ","ROMULO"
"IMS320260I36",3,"6712","SOGJ060217MDGTND18","CELSO","MARTINEZ","ESTEFES"
"DSM770000C70",3,"7616","LOLR060208HDFPUA27","JULIA","SOTO","VILLEDA"
"PAB000226QKA",3,"9314","CAIF700026HDFMSA26","KRUPSKAIA","RAMOS","QUIRINO"
"CAPR660206AQ6",3,"8310","ARAO062708HVUNGC16","EDGAR","SEGURA","ALMONACID"
"SAC2112003A3",3,"2412","PRVM032722MDFADG16","EDUARDO","PICHARDO","GONZALEZ"
"BBL0720206FA",3,"3010","DIAJ722622HDFUCA14","ALEJANDRO","PABLO","LA"
"LMR020210T38",3,"6014","COAJ062708HDFNDA17","LIZBETH","HERNANDEZ",NA
"MTH0620020P7",3,"6014","GAUA762319HDFAPL16","ANTONIO","RODRIGUEZ","PEREZ"
"PPL760003GU0",3,"8310","NOJA762004MDFGMB16","ESTEFANIA","FLORES","ESPINOZA"
"STR662626DW6",3,"7411","MRHL762026HDFNAS19","OLIVIA","CHAVEZ","DIAZ"
"GPO722021331",3,"6219","VIAL062826MNRTDC17","ALEJANDRA","MARQUEZ","HERNANDEZ"
"BSI060206HS6",3,"8011","FIBV760027MDFGDL16","RICARDO","TORRES","PUGA"
"GOA720122TA0",3,"9212","BASV762306HMSHGC17","IVAN","GARCIA","AREVALO"
"CSI772909U00",3,"6616","CAHJ722309HDFADL10","DIEGO","LOPEZ","ESPINOZA"
"MUL062300HC2",3,"6700","AUCR002321MDFUSD16","JAVIER","FLOREZ","RAMIREZ"
"SFR211617079",3,"8310","HUSO082612MDFANM16","ERICK","CRUZ","DIAZ"
"PTR271610QX6",3,"8310","BAHJ772619MMCSAC16","DEL","ORTEGA","LOPEZ"
"NCO002622NX0",3,"8310","MAPJ662616HDFADV10","ISABEL","MANCILLA","ALCANTAR"
"ADI020206C3A",3,"8310","UAPJ002323HTCMAL16","ALBERTO","BELMONTE","JIMENEZ"
"WAA0729166U9",3,"6700","FOSA072628HGALNN17","JUSLARI","SANCHEZ","OZ"
"BIM200010DJ6",3,"3012","UASK721009MDFAAA17","SERGIO","BARRETO","SALAZAR"
"ATR030202FG2",3,"7012","TODJ082316HMCANS17","GUILLERMO","MOTA","SABAS"
"SDN062016KA3",3,"6212","MAAA602726HDFTSN13","FABIAN","HERRERA","GUTIERREZ"
"MST0322076A1",3,"8710","FABL662301HDFALS10","IGNACIO","APOLONIO","CASTRO"
"PQU062206SI8",3,"8310","VAJD082718MCHUAN16","MONSERRAT","MONTOYA","APARICIO"
"GMP021606PW0",3,"8910","FOSD021706MDFLLN18","OSWALDO","YERENA","RUBIO"
"CFR672003QI1",3,"6310","TOCF702626MDFVBB17","ALDHAIR","LEON","EZ"
"SRC221761LC2",3,"6616","AUGR021607MMCLAS17","CARLOS","BALTAZAR","PEREZ"
"CNO062216AA7",3,"8310","PRGL072613HMCXNS11","EZEQUIEL","ANAYA","EZ"
"SAO230007KU7",3,"6010","LOHM062206MMCPAN13","DARINEL","GONZALEZ","PINEDA"
"ACL0626107W6",3,"8211","PRHM062729MDFAAA19","ELIZABETH","UBALDO","CAMACHO"
"SMR702913AR2",3,"7616","CAAF032717HMCSLA12","ISABEL","CARRILLO","FRANCISCO"
"SGA0302260P0",3,"8710","PRCD720020HPLAAN26","MARTIN","NOLASCO","ACOSTA"
"ABP022701007",3,"6914","NAAR762617MMCVNL12","ANDRES","SALINAS","SANTILLAN"
"BSI260001766",3,"4116","AACA721026HDFMAN14","FERNANDO","ESPARZA","FRANCO"
"CCO0626260N3",3,"7611","AIPM032717MJCADA17","VERONICA","APPENDINI","FERRER"
"MTR332606R63",3,"8310","MAVR060216HCLAUA11","GIOVANNI","MERCADO","SANTA"
"CUTL722607L40",3,"6310","MATN702713MDFAAY11","MANUEL","VELASCO","RIVERA"
"ASR210027LB6",3,"7411","RIAP760226HTLSMD16","DANIEL","SANCHEZ","ARGOTE"
"APR672622KDA",3,"2410","SOCA072910HDFSXA12","JESUS","MARICHE","JUAREZ"
"ASF202707Q06",3,"7611","PAMV720002MDFCLA10","ANTONIO","SIMON","HERNANDEZ"
"NRF2716070N3",3,"2312","CAFJ072219HMCNLS19","ROSA","MEDINA","SEGUNDO"
"ICA0022206S0",3,"6614","HRCC000208HPLANA26","ANGELLO","GARCIA","BUCIO"
"RSJ020026RC2",3,"6310","GOPA060023HDFMAB16","DANIEL","MAYA","BLANCARTE"
"OSI760222A96",3,"3012","SAAJ072817HDFLLN13","ELIZABETH","CRUZ","LOPEZ"
"PAP201603TW7",3,"8310","SIFC772009MNRLNA10","MANUEL","BRIONES","CASTREJON"
"ORHM7026224L8",3,"9312","OIMR702626MDFAAS16","MARIA","FLORES","LIMON"
"RCG062326TU6",3,"3213","VIGJ762722MTSLAN10","ROSALBA","ZERME","GOMEZ"
"PAD7620612KA",3,"6212","MABR082708HVUASA16","CHRISTOPHER","HAENE","CABRERA"
"IMS320260I36",3,"8710","HRCI732619HVUAUD11","ROBERTO","QUIROZ","MORENO"
"RMR022617SR6",3,"2110","LOCV672310MDFPAA10","EDUARDO","MENDOZA","MALDONADO"
"RXT211303CM3",3,"8011","PAGA062213MPLSMA17","EDDI","REYES","GOMEZ"
"CAS062707LC6",3,"3012","GONH762626HMCNXG11","ALFREDO","UTRILLA","NEGRETE"
"SUM062606SU7",3,"6014","AIMO772013MTLSAA10","SUSANA","LOPEZ","LOPEZ"
"TPM770203966",3,"3010","VIAP702627HCSADD19","ANGEL","ACACIO","GACAL"
"KAA072221NI7",3,"6216","CXCA772726MDFSAN11","CARLOS","TORRES","HERNANDEZ"
"ITR7026266S9",3,"6212","MALR022713HSPCPN17","ANTONIO","REYES","CASTILLO"
"PWS2017260M8",3,"8310","TOPT762710MHGLAT18","ANTONIO","HERNANDEZ","SANTILLANES"
"RCI070212SC6",3,"8310","GUSA062616MOCUAN17","ESBEIDY","SANTIAGO","ALMARAZ"
"OAH032616QA7",3,"8310","LOCM721600HOCPBA11","EDUARDO","GONZALEZ","CASTA"
"IMA0627106H0",3,"8310","CAAM670216MBCLMA10","FABIAN","MEDINA","GUTIERREZ"
"SAT0620078N2",3,"2910","CABI702607HMCAAS19","ISELA","FLORES","HERNANDEZ"
"AIN261026L70",3,"4212","ROBG702620MMCSAA18","ELENA","MADRIGAL","CARLOS"
"BIM200010DJ6",3,"8916","ARHN002626MDFVAL16","CESAR","CISNEROS","MOLINA"
"BBO760226FA6",3,"8011","HRVL002608HDFANS14","EMILIO","GOMEZ","CHACON"
"BVM760212LX1",3,"6014","AOAJ762712HDFJMN10","LIDIA","DIAZ","JOAQUIN"
"PSP271310SQ3",3,"8310","AAAV770226HHGMMC17","NORMA","SALGADO","PEREZ"
"RGA062616UB3",3,"4103","AROK732316MMCMSA16","RUBEN","ORTIZ","RUIZ"
"COH000210NS6",3,"9010","SRAC792623HPLDDS19","CRISTEL","VILLEGAS","VENTURA"
"GAT002702LP3",3,"6700","CAPF760202HDFSAD13","FELIX","HERNANDEZ","ROMERO"
"GGA060262GV4",3,"8310","AAPR772626HMCMLV11","FABIAN","ESPITIA","MONDRAGON"
"AMI231603B30",3,"8710","LALT660024HOCUUG10","MONICA","DIAZ","GONZALEZ"
"DBU270202UQ6",3,"8916","AOMA762601HDFSNF11","LILIANA","ORTIZ","VELASQUEZ"
"ACO662600KW7",3,"8310","LRCK062318MMCGMA10","ISIDORO","BALLESTEROS","HERNANDEZ"
"BNM032606VB0",3,"9212","LOFC732616HPLPLA11","DANIEL","GALINDO","JACINTO"
"GBS072607F06",3,"6701","CAGF721021HDFHAA10","MARIANA","CORICHI","BENITEZ"
"CIJ760214QK4",3,"9314","FOMT032000HMCLAM13","MELISSA","ARROYO","SANTIAGO"
"ICI271009CY9",3,"4212","CAVA702323MDFBCL17","RENE","ARCOS","MARURI"
"GAM702609A66",3,"7616","COCJ772627HDFASS10","AGUSTIN","NAVA","NOLASCO"
"BMN762219927",3,"9314","BAVC721013MDFAAL16","GERMAN","ARCEO","TELLEZ"
"CAA7323020Y6",3,"8011","RRPA622604HDFNAN10","HIROSHI","LANDERO","MERCADO"
"HBI072617SY6",3,"8710","LAUM662306HDFAPA16","YOHALI","CHAVEZ","GUTIERREZ"
"MAS002627NN6",3,"8310","MAVS762626MDFALA17","SOFIA","LOPEZ","JIMENEZ"
"NSP730203IF2",3,"7010","VIGS662600HDFLUA11","DE","ORTIZ","MENDEZ"
"ILI271701RR0",3,"6616","COCY762006HGTAAV16","ANDRES","ALFEREZ","CUAPIO"
"PPL760003GU0",3,"8011","MAAA062026MDFTYS16","SONIA","MONTIEL","BAEZ"
"MAC0022068P0",3,"6012","MOSY060226MDFANU17","JUDITH","GONZALEZ","PINEDA"
"MAN7026007G6",3,"8310","BACS070260MDFAAS16","CARLOS","RODRIGUEZ","CAMPOS"
"SIA060007QA6",3,"3010","TOPA720129HDFAMC19","RAUL","BATA","LIRA"
"ARS210001CNA",3,"8313","ARAG082640HDFYMN14","KAREN","LOPEZ","CUELLAR"
"SRT2713079D9",3,"7012","FOQK721020MSALJA16","ALBERTO","MARTINEZ","JESUS"
"SPT200216QK8",3,"3012","GAAJ072707HGTAUM11","CARITINA","MORAN","GARCIA"
"DRM0820062R7",3,"6212","PRLI762007MDFAUV12","ALFONSO","GUERRERO","BUERON"
"SAW072610S90",3,"2910","MIKA632726MDFKTD16","ANTONIO","RAMOS","JUAREZ"
"DBD7922026G9",3,"8310","HRJA772026HDFAAL17","JIMENA","SANTOS","RUIZ"
"ACO062021TXA",3,"8917","GUAV072628HMCASC16","BONIFACIO","MATU","HERNANDEZ"
"TBB231706KU3",3,"6310","FOAM062006HPLLAA13","FRANCISCO","LUGO","LEON"
"MAN7026007G6",3,"2710","AOVO732607HGAJLM19","RICARDO","APREZA",NA
"ASU060201CA0",3,"6212","GASA002718HDFLTD16","ABEL","RAMIREZ","CERVANTES"
"OOF022627LX0",3,"6714","IAHA700022HDFBAL12","PABLO","SERAFIN","DIAZ"
"PAH720116LY6",3,"6717","ARLM720122HMCYPA16","FARIDE","ROMERO","BRAVO"
"SCC770000D23",3,"8710","GOSJ792603HHGNNN19","EMILIO","IRINEO","RODRIGUEZ"
"PMD271626RQ7",3,"6014","AICM772610MDFAMC17","ALEJANDRO","CASTRO","CHINO"
"AAY0327130Q6",3,"7616","SAGP060216MMCNTA18","LUIS","VILLAFA","LOYA"
"TIN271702LLA",3,"8310","GUGA762026MDFVAN11","GUADALUPE","ALEJANDRE","SANTA"
"SDN062016KA3",3,"6700","RAJF211610HVUVNAA2","ADRIANA","ARREDONDO","SANCHEZ"
"SHO760240NK2",3,"2118","PRAA662040MDFALC17","DANIEL","MARTINEZ","ZAMORA"
"DSM770000C70",3,"9010","OICA000026HDFAAA27","GUZBETH","DURAN","RODRIGUEZ"
"ASC200206PW2",3,"8310","HRCC662706HMCAAA01","ALBERTO","GUTIERREZ","PEREZ"
"CIM0628177A3",3,"8710","MRVA060227HMCNLL08","SILVIA","REYES","HERNANDEZ"
"CNM211020PN6",3,"8310","AACL762014MDFMSD16","RONAY","JIMENEZ","GOMEZ"
"CCO0626260N3",3,"8310","CRRY760023MDFNSH06","MARGARITO","CORONADO","SILVA"
"AAS790206D39",3,"4117","SRMJ700022HDFAAS26","BERNARDO","CAMARILLO","AQUINO"
"INF7226100UA",3,"7411","MRSS772626MDFNLN11","ALEJANDRA","VAZQUEZ","TERAN"
"SDN062016KA3",3,"7012","BAHC732723MMCAAA17","LAURA","RIOS","MIRA"
"HYA7722027Q0",3,"8310","TIAJ772006HDFALA19","JESSICA","RODRIGUEZ","SERRALDE"
"GAN062004SA1",3,"6218","BAGM632614HDFSTA13","ATZIRY","GARCIDUE","GOMEZ"
"PCA0602070B6",3,"8310","HROQ760226MVUALT27","REYNA","GONZALEZ","BASURTO"
"DSM770002C87",3,"8310","OOLC660003MDFLMA23","ADRIAN","RUIZ","ORTIZ"
"ISO2610616W1",3,"8310","VRLA020106HJCLPC14","NELLY","ARELLANO","LA"
"MSR200207AG6",3,"8011","HUGC021616MPLYNL12","VERONICA","VERA","GONZALEZ"
"APF062610AA6",3,"8313","LOML630226HDFPAS17","BERTHA","MENDEZ","LOPEZ"
"UASH322616BI4",3,"8917","AOTV762006MQACMA10","DANIEL","PEREZ","SANCHEZ"
"MPA772626N00",3,"8812","PAGO722626MMCNLL17","ALBERTO","HERNANDEZ","GONZALEZ"
"SAM702808GQ0",3,"3010","LOMC002640HDFPAA04","PABLO","SANABRIA","FRAGOSO"
"ISM2613006N1",3,"6219","HRAA062623HJCAMN12","ANTONIO","TRENADO","NARANJO"
"GAN201707MSA",3,"8011","LOMI702919MMCPAL19","ARLETTE","MENDEZ","LOPEZ"
"ITA002603RA7",3,"8313","SASY201206MDFLLTA3","SERGIO","LIBORIO","MAYO"
"CCO0626260N3",3,"2116","DOAA062627HVUMLL16","DIANA","BENAVIDES","VAZQUEZ"
"PTI022312AJ6",3,"8310","SAFA762327HDFNLL17","ALEJANDRO","RIVERA","ESPINO"
"BNM032606VB0",3,"4116","MAFK080203MDFAAA26","ALEJANDRO","TENORIO","GUTIERREZ"
"UNI211220LY7",3,"3010","ARGL211616HMCAASA2","KARLA","RAMOS","SANCHEZ"
"BRL062404263",3,"8011","MANL072212HSLABA19","MANUEL","CRUZ","CHAN"
"UAGA021726DS2",3,"8310","MOCF732216HDFNHA12","OMAR","SANCHEZ","NAVARRO"
"OAW02020603A",3,"7611","TOUM032726MDFAAA18","OMAR","LABASTIDA","PEREZ"
"NSM231016SF6",3,"8310","PRML002612HDFAAN14","CATALINA","HERNANDEZ","PACHECO"
"VSR7722216KA",3,"7411","RIHJ702806MDFSAN16","GUADALUPE","INIESTA","RODRIGUEZ"
"RCA720220MF6",3,"6210","GUCM030206MMSUAA11","ANGELA","AGUILAR","LOPEZ"
"IAP7002276J6",3,"3010","HRSR070028MMSANS20","LUIS","SALINAS","GONZALEZ"
"IRJ220020AN1",3,"8011","SAGL021300MDFNAU11","MIGUEL","HERNANDEZ","LOPEZ"
"NMM020100JP1",3,"6310","AAMD022216MCHMNN17","MARGARITA","SOLIS","GALVAN"
"IMS320260I36",3,"6700","PRPR792009HMCACD17","PRATEEK","RAMOS","CAMPOS"
"OWM200126AWA",3,"9010","SITG662661HJCLAL17","OSCAR","SEGURA","RAMOS"
"PRCL6026067U6",3,"6310","PACD732061HDFDBG16","EMMANUEL","BUENROSTRO","MOTA"
"LCO062026PF0",3,"8011","IACD660220HHGBHN11","JONATHAN","CASTILLO","GRIJALVA"
"SAC0210203N7",3,"7012","AUSA762716HDFGNA16","JUDITH","RIOJA","ALVAREZ"
"ARPI670223CL0",3,"3012","ARBJ660007HDFNCA20","MONSERRAT","LAMBARRI",NA
"CKY271920J26",3,"8310","SAOF060220HGTNLL10","DANIEL","GURIDI","GALICIA"
"APA200210SC6",3,"3010","PRSS702710MMCANN12","ANTONIO","BASTIDA","ACEVEDO"
"SRA231002AU6",3,"7010","VAGA662613MMCUSF10","RUBEN","SANCHEZ","SALINAS"
"PTR201818AD1",3,"4612","SACG762603HDFNAA13","JULIO","FRIAS","PERALTA"
"TOU201003NP0",3,"7616","TOJJ662227HDFAMA11","ALBERTO","GONZALEZ","OZ"
"CRX702700C76",3,"4212","LORV732612MDFPSA16","MANUEL","MONROY","TORRES"
"IAM000022BV0",3,"6014","CAPJ700202HDFAAA18","ROBERTA","SORIANO","PEREZ"
"SBA070023H62",3,"4616","ARAD072622HDFLGV10","LAURA","OCA","MARTINEZ"
"ACC062314NL0",3,"8314","AIDG072660MDFAAD16","GABRIELA","CASTRO","CARRILLO"
"GCS072622U62",4,"6700","POPM762013HYNLCA17","CYNTHIA","VAZQUEZ","TAMEZ"
"SLI0217106A7",4,"4601","LUVB672600MDFNLT17","PAMELA","MELLADO","CHAVEZ"
"ACO662600KW7",4,"6310","MACL762607HMCASS12","ERNESTO","RIVERA","OZ"
"NRJ0228012R1",4,"8310","MABK702727MDFTTN16","ENRIQUE","VAZQUEZ","MONTOYA"
"SDI020027B03",4,"8316","FOGR700226HDFLAV10","CARLOS","DOSTA","TERRAZAS"
"OWM200126AWA",4,"7012","TRGK762619MMCAAA14","RODRIGO","MEJIA","SEGUEDA"
"SHR072661V47",4,"3010","GUGR762200HDFTAN11","LEOBARDO","FLORES","GONZALEZ"
"DWA230026U31",4,"8310","GUCJ772221HDFUTM10","LUIS","CERON","AMAYA"
"IND062610QI1",4,"2410","MIVA602613HOCALB10","MONICA","TREJO","NAVA"
"BFC032002UM3",4,"9410","CUMM201621MDFAALA7","AARON","ROJAS","BUENROSTRO"
"TRCM672621AA2",4,"6219","URHK070227MNLAAA19","JIOVANI","LORENZO","PEREZ"
"IIC002023G26",4,"6310","HRJA702906MDFAMN16","MARBELLA","GERONIMO","GUADARRAMA"
"UTM7622020J2",4,"8310","VANC722717HDFAVA16","ARTURO","CAVUOTO","GARRIDO"
"PSM7227292P9",4,"2910","MUAL762706MMNXAT13","LUIS","GONZALEZ","TAPIA"
